ID,诗名,花名,sxhy_heading,sxhy_raw_words,manual_imagery,共有原词,仅诗学含英原词,仅手工词典,共有词数,sxhy_heading_数,sxhy_raw词数,manual词数
346,木 兰,木兰,不见|月|初夏|喜雪|风,不见|蛾眉|荷花|铅华|君子,凉|叶|晓|松柏|枝|根|桂|素馨|茉莉|荷花|蔷薇|雪|霜|露|香,荷花,不见|君子|蛾眉|铅华,凉|叶|晓|松柏|枝|根|桂|素馨|茉莉|蔷薇|雪|霜|露|香,1,5,5,15
347,戏题木兰花,木兰,沙|日,风吹|日,日|木兰|风,日,风吹,木兰|风,1,2,2,3
348,题令狐家木兰花,木兰,如昼|霞|春,此时|霞|春,刀|春|玉|花|金|霞,春|霞,此时,刀|玉|花|金,2,3,3,6
349,棠梨白练图,棠梨花,衡山|夏晓|秋风|蔬园|渡|游春|暮冬|烟|山,芙蓉|月淡|秋风|霜露|丹砂|人醉|云浓|烟|山,云|人|冷|山|恨|晓|月|烟|玉|禽|秋风|箫|芙蓉|花|雪|霜|露|香,山|烟|秋风|芙蓉,丹砂|云浓|人醉|月淡|霜露,云|人|冷|恨|晓|月|玉|禽|箫|花|雪|霜|露|香,4,9,9,18
350,正月十八日甘棠院,棠梨花,沙|天|春,花底|天|春,天|客|春|花|酒,天|春,花底,客|花|酒,2,3,3,5
351,碧 瓦,棠梨花,园|云|桥|溪|风|地,杨柳|不雨|桥|溪|风|地,地|杨柳|桥|楼|溪|花|雨|风,地|杨柳|桥|溪|风,不雨,楼|花|雨,5,6,6,8
352,秦邮舟中望菜花,菜花,月|春|莲塘|待月|沙|河|秋晚|春色|浦,春|轻舟|水气|凝望|江头|万里|残阳|春色|烟波|月,万里|春|春色|月|柳|水|江|波|湖|烟|菊|菜花|轻舟|金,万里|春|春色|月|轻舟,凝望|残阳|水气|江头|烟波,柳|水|江|波|湖|烟|菊|菜花|金,5,9,10,14
353,菜 花,菜花,春水|早春|竹径|月桂|寒食雨|野|风|地|春,鸭头|新绿|碎影|金粟|桃李|野|风|地|春,地|岸|春|根|桃|花|野|金|露|风|香,地|春|野|风,新绿|桃李|碎影|金粟|鸭头,岸|根|桃|花|金|露|香,4,9,9,11
354,宿新市徐公店,菜花,清明|乡里|春日,花落|儿童|蝶飞,花落|菜花|蝶,花落,儿童|蝶飞,菜花|蝶,1,3,3,3
355,东风第一枝,菜花,夏风|云|秋兴|雨|春|烟|井|园|野,麦陇|一片|夕阳|雨|春|烟|井|园|野,人|凤|夕阳|寒|愁|旗|春|桑|烟|玉|花|蝶|野|金|雨|香,夕阳|春|烟|野|雨,一片|井|园|麦陇,人|凤|寒|愁|旗|桑|玉|花|蝶|金|香,5,9,9,16
1000-01,梅花落,梅花,月影|清明|沙|雪意|井,一株|花落|风吹|楼上|井,台|叶|怨|梅|楼|燕|竹|花落|莲|锦|镜|风,花落,一株|井|楼上|风吹,台|叶|怨|梅|楼|燕|竹|莲|锦|镜|风,1,5,5,12
1001-01,与诸人用东坡韵共赋梅花，适得元履书，有怀其人，因复赋此以寄意焉,梅花,浮山|冬雨|月|游春|寒食雨|春色|秋兴|罗|园|山,浮山|梅花|烟昏|步障|桃李|春色|修竹|罗|园|山,修竹|冰|寂|山|春色|暖|杯|林|桃|梅花|烟,修竹|山|春色|梅花,园|桃李|步障|浮山|烟昏|罗,冰|寂|暖|杯|林|桃|烟,4,10,10,11
1002-01,柳梢青,梅花,江湖|月|风|云,横枝|月|风|云,云|寒|帷|月|枝|酒|霜|风|香,云|月|风,横枝,寒|帷|枝|酒|霜|香,3,4,4,9
1003-01,望梅花,梅花,雪晴|春|如昼|待月|月|立春|月桂|雷,寒气|青帝|半夜|卷帘|银蟾|残雪|清香|雷,夜|寒|帘|暖|枝|残雪|清香|粉蝶|芳|银|雷,残雪|清香|雷,半夜|卷帘|寒气|银蟾|青帝,夜|寒|帘|暖|枝|粉蝶|芳|银,3,8,8,11
1004-01,花犯,梅花,冬雨|喜雪|假山|待月|秋径|江湖|霞|风|江|烟,梅花|铅华|胜赏|望久|青苔|黄昏|照水|风|江|烟,人|冰|喜|孤|恨|愁|枝|梅花|水|江|浪|烟|燕|空|花|酒|雪|露|风|香|黄昏,梅花|江|烟|风|黄昏,望久|照水|胜赏|铅华|青苔,人|冰|喜|孤|恨|愁|枝|水|浪|燕|空|花|酒|雪|露|香,5,10,10,21
356,和钱学士白牡丹,牡丹,游春|中庭|除夜|春日书怀|日,看花|车马|中庭|人事|红英|日,人|夜|客|日|暮|牡丹|玉蕊花|花|芳|馨|马,日,中庭|人事|看花|红英|车马,人|夜|客|暮|牡丹|玉蕊花|花|芳|馨|马,1,5,6,11
357,买 花,牡丹,游春|园|关隘|上元|春|水,买花|车马|看花|泥封|家家|春|水,人|戈|春|暮|水|牡丹|翁|花|马,春|水,买花|家家|泥封|看花|车马,人|戈|暮|牡丹|翁|花|马,2,6,7,9
358,秋题牡丹丛,牡丹,秋|春郊|游山,白露|凉风|幽人|萧条,人|凉|叶|夕|幽|白露|芳|风,白露,凉风|幽人|萧条,人|凉|叶|夕|幽|芳|风,1,3,4,8
359,雨中看牡丹(其一),牡丹,江湖|星|瀑布泉|假山|秋风|雾|雨,有无|明珠|秀色|暗香|黄昏|萧索|雾|雨,乐|暗香|珠|空|花|雨|雪|雾|黄昏,暗香|雨|雾|黄昏,明珠|有无|秀色|萧索,乐|珠|空|花|雪,4,7,8,9
360,雨中看牡丹(其二),牡丹,初日|元日|月桂|夏风|喜雪|秋色|日|雨,晨光|松枝|清香|肃肃|及时|幽姿|日|雨,幽|日|晨|暮|松|枝|清香|花|雨,日|清香|雨,及时|幽姿|晨光|松枝|肃肃,幽|晨|暮|松|枝|花,3,8,8,9
361,雨中看牡丹(其三),牡丹,秋色|早春|地|日,幽姿|东风|泥沙|日,东风|幽|日|沙|牛|花|草|酒,东风|日,幽姿|泥沙,幽|沙|牛|花|草|酒,2,4,4,8
362,牡丹种曲,牡丹,泉|秋|虹|新秋|沙|春昼|夏夜|水|月|园|烟|罗|霞,走马|春草|美人|晚花|风吹|楼台|月明|水|月|园|烟|罗|霞,台|夜|春|晓|月|枝|楼|水|烟|燕|美人|花|草|莲|蝶|金|霞|风|香|马,月|水|烟|美人|霞,园|春草|晚花|月明|楼台|罗|走马|风吹,台|夜|春|晓|枝|楼|燕|花|草|莲|蝶|金|风|香|马,5,13,13,20
363,远公亭牡丹,牡丹,云|泉|游春|天|庐山|水帘|清明|春|雨|江|风|星,云|因风|延年|倾城|无声|庐山|潺潺|清明|春|雨|江|风|星,云|亭|客|山|愁|春|暮|根|江|清明|牡丹|笙|花|蜂|蝶|银|雁|雨|风,云|春|江|清明|雨|风,倾城|因风|庐山|延年|无声|星|潺潺,亭|客|山|愁|暮|根|牡丹|笙|花|蜂|蝶|银|雁,6,12,13,19
364,惜 花,牡丹,园|清明|人日|春暮|春|雷|沙|河|雨|雹,买花|清明|戴花|绿暗|春|雷|沙|河|雨|雹,人|凉|叶|哀|夜|春|杯|枝|梅|沙|河|清明|花|金|锦|雨|雷|鼓,春|沙|河|清明|雨|雷,买花|戴花|绿暗|雹,人|凉|叶|哀|夜|杯|枝|梅|花|金|锦|鼓,6,10,10,18
365,题益公丞相天香堂,牡丹,天|不见|春|早春|祈晴|丰年|春径|风|江|山|水|云|野,天|不见|春|东风|尧日|一雨|万物|春光|风|江|山|水|云|野,东风|云|亭|人间|原|天|天上|客|山|日|春|松|水|江|竹|芬|花|芳|酒|野|雨|风|香|龙,东风|云|天|山|春|水|江|野|风,一雨|万物|不见|尧日|春光,亭|人间|原|天上|客|日|松|竹|芬|花|芳|酒|雨|香|龙,9,13,14,24
366,白牡丹,牡丹,天|游春|残星|河汉|云|云峰|早春|春晴|春|霞|园|尘,天|看花|盈盈|瑶台|银河|点缀|题诗|东风|春晴|万物|春|霞|园|尘,东风|乐|人|人间|台|天|天上|春|根|桃|河|流|浪|空|花|酒|金|银|霞|香,东风|天|春|霞,万物|园|尘|春晴|点缀|瑶台|盈盈|看花|银河|题诗,乐|人|人间|台|天上|根|桃|河|流|浪|空|花|酒|金|银|香,4,12,14,20
367,题所赁宅牡丹花,牡丹,风|日|烧,风|日|烧,愁|日|花|风|香,日|风,烧,愁|花|香,2,3,3,5
368,戏题牡丹,牡丹,远山|烟|春郊|冬日|待月|日,隐约|凌晨|游蜂|经营|栏边|日,今日|双燕|晨|蜂,,凌晨|日|栏边|游蜂|经营|隐约,今日|双燕|晨|蜂,0,6,6,4
369,牡 丹,牡丹,石|云,石|云,书|云|人|叶|炉|烛|玉|石|笔|花|金|锦|香,云|石,,书|人|叶|炉|烛|玉|笔|花|金|锦|香,2,2,2,13
370,回中牡丹为雨所败二首(其一),牡丹,日|水|雨|罗|春,日|水|雨|罗|春,亭|今日|佳人|台|寒|帷|春|暖|暮|枝|水|空|芳|蝶|雨|香,春|水|雨,日|罗,亭|今日|佳人|台|寒|帷|暖|暮|枝|空|芳|蝶|香,3,5,5,16
371,回中牡丹为雨所败二首(其二),牡丹,月|河|春|尘|溪,玉盘|万里|春|尘|溪,万里|人|今朝|愁|春|榴花|泪|流|浪|溪|玉|瑟|锦,万里|春|溪,尘|玉盘,人|今朝|愁|榴花|泪|流|浪|玉|瑟|锦,3,5,5,13
372,牡 丹,牡丹,春径|雷|雪晴|水|地,春光|一声|凭栏|水|地,凭栏|地|客|帘|春|晓|水|波|金,凭栏|地|水,一声|春光,客|帘|春|晓|波|金,3,5,5,9
373,红白牡丹,牡丹,新秋|霞|月|风,绿莎|霞|月|风,戈|月|波|霞|风|香,月|霞|风,绿莎,戈|波|香,3,4,4,6
374,牡 丹,牡丹,早春|立夏|衡山|罗|春|尘,东风|芍药|芙蓉|罗|春|尘,东风|人|春|芍药|芙蓉|芳,东风|春|芍药|芙蓉,尘|罗,人|芳,4,6,6,6
375,卖残牡丹,牡丹,春风|春日书怀|秋兴|风|春|尘,落花|红英|染露|风|春|尘,人|叶|恨|春|林|根|芳|落花|蝶|露|风|香,春|落花|风,尘|染露|红英,人|叶|恨|林|根|芳|蝶|露|香,3,6,6,12
376,咏重台九心淡紫牡丹,牡丹,月|候|上元遇雪|早春|雨,玉盘|亭亭|轻寒|东风|雨,东风|亭|叶|寒|玉|细雨|花|金,东风,亭亭|玉盘|轻寒|雨,亭|叶|寒|玉|细雨|花|金,1,5,5,8
377,水晶球,牡丹,山|竹径|夏夜|日|云,缥缈|醉魂|风细|日|云,云|日|雪|风,云|日,缥缈|醉魂|风细,雪|风,2,5,5,4
378,寿安红,牡丹,水声|雨,风前|雨,人|喜|雨|风,雨,风前,人|喜|风,1,2,2,4
379,叠罗红,牡丹,旱|早春|雨,韶华|东风|细细,东风|孤|芳,东风,细细|韶华,孤|芳,1,3,3,3
380,崇宁红,牡丹,春风|潮,春风|潮,春风|晓|潮,春风|潮,,晓,2,2,2,3
381,清平调(其二),牡丹,蔬园|云|雨|山,露凝|云|雨|山,云|巫山|枝|燕|雨|露|香,云|雨,山|露凝,巫山|枝|燕|露|香,2,4,4,7
382,白牡丹,牡丹,月|暮冬,春残|玉盘|月,人|冷|春|月|牡丹|玉|露,月,春残|玉盘,人|冷|春|牡丹|玉|露,1,2,3,7
383,牡 丹,牡丹,莲塘,游客,客|空|花,,游客,客|空|花,0,1,1,3
384,赏牡丹二首(其一),牡丹,假山|立夏|池,庭前|芍药|池,牡丹|芍药|花开,芍药,庭前|池,牡丹|花开,1,3,3,3
385,酬胡三凭人问牡丹,牡丹,浮山|春日书怀,依旧|红雨,牡丹|花|雨,,依旧|红雨,牡丹|花|雨,0,2,2,3
386,赠李十二牡丹花片因以饯行,牡丹,祥云|药园|七夕|春径|云,随风|成丛|经年别|朱栏|一片,叶|牡丹|花|莺|风,,一片|成丛|朱栏|经年别|随风,叶|牡丹|花|莺|风,0,5,5,5
387,移牡丹栽,牡丹,,,恨|牡丹|芳|金,,,恨|牡丹|芳|金,0,0,0,4
388,惜牡丹花,牡丹,风,风,夜|枝|牡丹|风,风,,夜|枝|牡丹,1,1,1,4
389,白牡丹,牡丹,沙|十六夜月|夏夜|水,陌上|昨夜|月明|水,夜|月|水|香,水,昨夜|月明|陌上,夜|月|香,1,4,4,4
390,和僧咏牡丹,牡丹,云|游春,无心|看花,恨|花|香,,无心|看花,恨|花|香,0,2,2,3
391,山僧送牡丹,牡丹,雨|冬雨|园,带雨|霏霏|雨|园,枝|竹|雨|香,雨,园|带雨|霏霏,枝|竹|香,1,3,4,4
392,雨中闻姚黄开呈子骏尧夫,牡丹,春|园|雨,春|好花|雨,春|花|雨,春|雨,好花,花,2,3,3,3
393,效王仲至少监咏姚花用其韵四首(选二首),牡丹,莲塘|立冬|秋风|山|风|日,绿华|黄云|叶下|山|风|日,云|人间|叶|山|日|羊|花|草|风,山|日|风,叶下|绿华|黄云,云|人间|叶|羊|花|草,3,6,6,9
394,牡 丹,牡丹,岛屿|早春|尘|溪,漫漫|东风|尘|溪,东风|关|客|溪|牡丹|龙,东风|溪,尘|漫漫,关|客|牡丹|龙,2,4,4,6
395,偶得牡丹数本移植窗外将有著花意,牡丹,雨|春,雨|春,人|春|玉|雨,春|雨,,人|玉,2,2,2,4
396,奉陪颖叔赋锁院牡丹,牡丹,溪|悲秋|早春,溪|白发|东风,东风|溪|玉|白发|金,东风|溪|白发,,玉|金,3,3,3,5
397,昔日杂兴,牡丹,暮冬|沙|观涨|日|烟,花底|浪翻|迎春|春残|日|烟,客|日|春|浪|炉|烟|牡丹|花|迎春|酒,日|烟|迎春,春残|浪翻|花底,客|春|浪|炉|牡丹|花|酒,3,5,6,10
398,牡 丹,牡丹,庆云|水声|虹|霞|春寒|烟|天,非雾|雨后|美人|锦绣|春寒|烟|天,天|寒|春|烟|美人|锦|雨|雾|香,天|烟|美人,春寒|锦绣|雨后|非雾,寒|春|锦|雨|雾|香,3,7,7,9
399,牡 丹,牡丹,早春|旱,春来|韶华,亭|寒|春|晓|牡丹|芳|香,,春来|韶华,亭|寒|春|晓|牡丹|芳|香,0,2,2,7
400,二色牡丹(二首),牡丹,雪晴|冬雨|清明|云|霞|罗|月,未消|梅花|百花|云|霞|罗|月,云|月|梅花|玉|红颜|花|酒|霞,云|月|梅花|霞,未消|百花|罗,玉|红颜|花|酒,4,7,7,8
401,并头牡丹诗,牡丹,春|莲塘|云,春|鸳鸯|云,云|春|枝|花,云|春,鸳鸯,枝|花,2,3,3,4
402,牡 丹,牡丹,春昼|春|清明|天,楼台|东君|百花|天,台|天|楼|花|香,天,东君|楼台|百花,台|楼|花|香,1,4,4,5
403,点绛唇,牡丹,清明|喜雪|云峰|风|探春|春,雨初晴|把酒|题诗|故人|携手|春,把酒|故人|春|欢|花|谷|雨|香,把酒|故人|春,携手|雨初晴|题诗,欢|花|谷|雨|香,3,6,6,8
404,江城子,牡丹,蔬园|旱|岛屿|暮冬|游春|园|水|池|云,名品|丽日|晓风|春回|看花|园|水|池|云,云|人|台|墨|怨|日|春|晓风|水|牡丹|花|酒|锦,云|晓风|水,丽日|名品|园|春回|池|看花,人|台|墨|怨|日|春|牡丹|花|酒|锦,3,9,9,13
405,汉宫春,牡丹,夏日|冬|秋郊|游春|天|风|烟|春|云,日长|霜铺|西园|人醉|天|风|烟|春|云,云|人|人间|兰|壶|天|客|恨|日|春|烟|花|酒|霜|露|风|香,云|天|春|烟|风,人醉|日长|西园|霜铺,人|人间|兰|壶|客|恨|日|花|酒|霜|露|香,5,9,9,17
406,水龙吟,牡丹,雪意|春风|石桥|旱|流水|上元|游山|喜雪|春色|探春|天|春|池|地|水,珠帘|落花|玉栏|和风|流水|家家|幽人|把酒|春色|杜鹃声|天|春|池|地|水,人|地|天|寒|帘|幽|把酒|春|春色|晓|杜鹃|柳|水|流水|牡丹|玉|珠|竹|花|芳|落花|风|香,地|天|把酒|春|春色|水|流水|落花,和风|家家|幽人|杜鹃声|池|玉栏|珠帘,人|寒|帘|幽|晓|杜鹃|柳|牡丹|玉|珠|竹|花|芳|风|香,8,15,15,23
407,平韵满江红（牡丹）,牡丹,上元|旱|春日书怀|清明|风|早春|雨|山|雾|云,翠袖|和风|白日长|花落|故人|东风|雨|山|雾|云,东风|云|人|人间|叶|寒|山|恨|故人|枝|泪|流|白日|空|花|花落|酒|雨|雾|风|鸟,东风|云|山|故人|花落|雨|雾,和风|白日长|翠袖,人|人间|叶|寒|恨|枝|泪|流|白日|空|花|酒|风|鸟,7,10,10,21
408,感 遇,兰花,春雨|春日|旱|秋风|除夜|秋暮|夏,生春|迟迟|白日|秋风|岁华|摇落|夏,兰|夏|幽|春|林|白日|秋风|空|芳,夏|白日|秋风,岁华|摇落|生春|迟迟,兰|幽|春|林|空|芳,3,7,7,9
409,题杨次公春兰,兰花,虹|不见|春色|春|风,美人|不见|丹青|春|风,兰|春|燕|美人|露|风|香,春|美人|风,不见|丹青,兰|燕|露|香,3,5,5,7
410,明上人画兰图,兰花,江|冬夜|旱|假山|夏风|瀑布泉|春|尘|雨|烟|天,江|雪窗|光风|翠影|飘飘|飞云|春|尘|雨|烟|天,云|人|冷|天|寂|春|暮|江|浪|烟|花|芳|雨|雪|霜|风,天|春|江|烟|雨,光风|尘|翠影|雪窗|飘飘|飞云,云|人|冷|寂|暮|浪|花|芳|雪|霜|风,5,11,11,16
411,幽 兰,兰花,风|春郊|早春|候,君子|白露|早春|当路|风,幽|春风|白露|芬|芳|草|香,白露,君子|当路|早春|风,幽|春风|芬|芳|草|香,1,4,5,7
412,咏 兰,兰花,秋晴|秋|虹|江湖,清风|凉露|美人|幽香,凉|幽香|玉|空|美人|谷|露|风,幽香|美人,凉露|清风,凉|玉|空|谷|露|风,2,4,4,8
413,兰 涧,兰花,旱|涧|日,光风|涧|日,人|兰|日|涧|风,日|涧,光风,人|兰|风,2,3,3,5
414,春 兰,兰花,秋风|云峰,云飞|重岩,云|人|岩|暖|花|谷,,云飞|重岩,云|人|岩|暖|花|谷,0,2,2,6
415,咏 兰,兰花,春|春日,日暖|风和|蝶飞,兰|日|暖|蝶|风|香,,日暖|蝶飞|风和,兰|日|暖|蝶|风|香,0,2,3,6
416,咏幽兰,兰花,上巳|风,谷中|风,人|叶|花|芳|谷|风|香,风,谷中,人|叶|花|芳|谷|香,1,2,2,7
417,破盆兰花,兰花,春风|春雨|山,春风|春雨|山,人间|山|春雨|春风,山|春雨|春风,,人间,3,3,3,4
418,折枝兰,兰花,春风|社日|山|日,春风|二月天|山|日,天|山|旭日|春风|月|林|枝|玉|相思|鸟,山|春风,二月天|日,天|旭日|月|林|枝|玉|相思|鸟,2,4,4,10
419,题画兰,兰花,山|云,山|云,山|岩|浮云|香,山,云,岩|浮云|香,1,2,2,4
420,画 兰,兰花,冬雨|江,幽兰|江,兰|幽|江|草|香,江,幽兰,兰|幽|草|香,1,2,2,5
421,兰 花,兰花,虹,美人,美人|轩,美人,,轩,1,1,1,2
422,蕙兰芳引,兰花,残月|溪|桥|烟|日,淡淡|溪|桥|烟|日,佳人|叶|峰|幽|日|枝|桃|桥|溪|烟|空|芳|草|菊|谷|露,日|桥|溪|烟,淡淡,佳人|叶|峰|幽|枝|桃|空|芳|草|菊|谷|露,4,5,5,16
423,看美人摘蔷薇,蔷薇,新月|池,映水|池,恨|枝|水|花|香,,映水|池,恨|枝|水|花|香,0,2,2,5
424,蔷薇洞,蔷薇,霞|月桂|春|残月|重九|夏|月,缭绕|密叶|花红|云落|衣袂|夏|月,云|叶|夏|帷|月|枝|玉|花|芳|蔷薇|锦|香,夏|月,云落|密叶|缭绕|花红|衣袂,云|叶|帷|枝|玉|花|芳|蔷薇|锦|香,2,7,7,12
425,蔷薇歌,蔷薇,春日|园|春昼|松风|上元|沙|药园|尘,庭阴|春日|迟迟|影离离|杨柳|踏歌|风吹|香气|逐人|园,人|叶|日|春|杨柳|林|枝|芳|莺|风|香|鸟,杨柳,园|庭阴|影离离|春日|踏歌|迟迟|逐人|风吹|香气,人|叶|日|春|林|枝|芳|莺|风|香|鸟,1,8,10,12
426,蔷薇正开，春酒初熟，因招刘十九张大夫崔二十四同饮,蔷薇,春色|春|夏|风|日,浅深红|春|夏|风|日,台|叶|夏|日|春|杯|竹|花|蔷薇|风,夏|日|春|风,浅深红,台|叶|杯|竹|花|蔷薇,4,5,5,10
427,咏七姊妹花,蔷薇,春晓|早春|月|罗|江,春晓|东风|蛾眉|罗|江,东风|春|晓|江,东风|江,春晓|罗|蛾眉,春|晓,2,5,5,4
428,咏蔷薇,蔷薇,风,风,枝|燕|花|风|香,风,,枝|燕|花|香,1,1,1,5
429,蔷 薇,蔷薇,清明|春风|夏日|夏,万卉|春风|景长|夏,人|夏|春风|繁花,夏|春风,万卉|景长,人|繁花,2,4,4,4
430,饮蔷薇下,蔷薇,风,风,杯|花|蔷薇|酒|露|风,风,,杯|花|蔷薇|酒|露,1,1,1,6
431,题兴化寺园亭,蔷薇,市井|寒食雨|清明|秋风|池,千家|桃李|花落|秋风|池,亭|桃|秋风|花落|蔷薇,秋风|花落,千家|桃李|池,亭|桃|蔷薇,2,5,5,5
432,山亭夏日,蔷薇,夏日|春昼|日影|春日书怀|果园|水|风,夏日|楼台|倒影|池塘|满架|水|风,台|夏|帘|日|楼|水|蔷薇|风|香,水|风,倒影|夏日|楼台|池塘|满架,台|夏|帘|日|楼|蔷薇|香,2,7,7,9
433,重题蔷薇,蔷薇,春|渔矶,春|风雨,夜|春|空|花|雨|风,春,风雨,夜|空|花|雨|风,1,2,2,6
434,蔷 薇,蔷薇,地|新秋|天,濯锦|晚风|天,天|朝露|金|锦|风,天,晚风|濯锦,朝露|金|锦|风,1,3,3,5
435,蔷 薇,蔷薇,水|春|河,春深|嫩绿|千年,人|春|根|锦,,千年|嫩绿|春深,人|春|根|锦,0,3,3,4
436,锦被堆(其一),蔷薇,春|冬日,莺声|向晓|东君|春,人|春|晓|莺|锦|香,春,东君|向晓|莺声,人|晓|莺|锦|香,1,2,4,6
437,野蔷薇,蔷薇,春暮|山|春|野,绿暗|山|春|野,山|春|燕|花|蔷薇|野,山|春|野,绿暗,燕|花|蔷薇,3,4,4,6
438,黄蔷薇,蔷薇,早春,东风,东风|香,东风,,香,1,1,1,2
439,对窗前十姊妹花,蔷薇,风,风,根|燕|风,风,,根|燕,1,1,1,3
440,六 丑,蔷薇,秋日书怀|春归|渔矶|日影|雨|潮|秋晚|春|园,单衣|春归|风雨|柳陌|岑寂|潮汐|断红|春|园,人|夜|客|寂|春|柳|桃|流|潮|相思|蜂|蝶|酒|雨|风|香,春,单衣|园|岑寂|断红|春归|柳陌|潮汐|风雨,人|夜|客|寂|柳|桃|流|潮|相思|蜂|蝶|酒|雨|风|香,1,9,9,16
441,酴醾依柏引蔓上冒其顛,酴醿,春风|水帘|山|江湖|天|日,春风|千尺|嵯峨|幽香|万物|日,人|幽香|日|春风|珠|白雪|花,幽香|日|春风,万物|千尺|嵯峨,人|珠|白雪|花,3,6,6,7
442,茶䕷架,酴醿,秋郊|月|立春|月桂|游山|春夜|春日书怀|七夕|春|雨|日|风|云|烟,西园|皎皎|残雪|清香|幽人|片月|携酒|良夜|春|雨|日|风|云|烟,云|人|夜|幽|日|春|月|枝|残雪|清香|烟|玉|珠|空|花|蔓|酒|雨|露|风,云|日|春|残雪|清香|烟|雨|风,幽人|携酒|片月|皎皎|良夜|西园,人|夜|幽|月|枝|玉|珠|空|花|蔓|酒|露,8,14,14,20
443,次韵咏酴醛,酴醿,星|春风|客中雨|泰山|清明|江湖|梅雨|海|山|水|风|月|园|日|春,春风|寂寂|垂野|长松|煌煌|百花|幽香|一番|天台|山|水|风|月|园|日|春,乐|人|台|天|寂|山|幽香|恨|故园|日|春|春风|暮|月|松|水|燕|空|花|野|风|香,山|幽香|日|春|春风|月|水|风,一番|园|垂野|天台|寂寂|煌煌|百花|长松,乐|人|台|天|寂|恨|故园|暮|松|燕|空|花|野|香,8,15,16,22
444,观主簿家酴醾,酴醿,清明|春晓|伏|游春|天|水|日|春,百花|露湿|汤饼|香风|瑶台|水|日|春,人|冰|台|日|春|水|流|炉|花|芳|酒|雪|露|风|香,日|春|水,汤饼|瑶台|百花|露湿|香风,人|冰|台|流|炉|花|芳|酒|雪|露|风|香,3,8,8,15
445,酴醾,酴醿,雪晴|重九|雨|地|沙|春,风急|年年|雨|地|沙|春,人|余香|叶|地|春|晨|花|酒|金沙|银|雨|风,地|春|雨,年年|沙|风急,人|余香|叶|晨|花|酒|金沙|银|风,3,6,6,12
446,咏酴醾,酴醿,春归|曝日|十六夜月|天|春寒|星|浦,春归|蟾魄|婵娟|瑶台|和雨|在东|浦,人|台|愁|春|枝|玉|花|芳|雨|香,,和雨|在东|婵娟|春归|浦|瑶台|蟾魄,人|台|愁|春|枝|玉|花|芳|雨|香,0,7,7,10
447,酴,酴醿,烟|假山|河汉|云|海|春,万条|窗外|分明|云|海|春,云|叶|春|晓|枝|海|燕|玉|花|芳|香,云|春|海,万条|分明|窗外,叶|晓|枝|燕|玉|花|芳|香,3,6,6,11
448,酴 醾,酴醿,清明|烟|虹|天|风|罗,清明|一抹|美人|天|风|罗,天|流|清明|美人|风|香,天|清明|美人|风,一抹|罗,流|香,4,6,6,6
449,茶䕷花,酴醿,早春|月桂|日,东风|清香|日,东风|日|清香,东风|日|清香,,,3,3,3,3
450,惜荼䕷,酴醿,狂风|春暮|天,狂风|残花|天,佳人|天|残花|花|风|香,天|残花,狂风,佳人|花|风|香,2,3,3,6
451,和文与可洋州园池酴醾洞,酴醿,新秋|江湖|野|罗,山寒|暗香|野|罗,夜|寒|山|暗香|玉|野|霜,暗香|野,山寒|罗,夜|寒|山|玉|霜,2,4,4,7
452,赏茶䕷有感,酴醿,早春|春雨|春夜|罗,春来|入眼|花香|罗,春|花|香,,入眼|春来|罗|花香,春|花|香,0,4,4,3
453,酴 醾,酴醿,冬日书怀|秋声|风,日色|倚栏|风,日|风|香,风,倚栏|日色,日|香,1,3,3,3
454,披香阁上观茶蕨,酴醿,赏日,登楼,楼|花|蝴蝶,,登楼,楼|花|蝴蝶,0,1,1,3
455,酴醾花谢有感,酴醿,江湖|春|地|日,浣花|春|地|日,人|今日|地|春|花|锦|雪,地|春,日|浣花,人|今日|花|锦|雪,2,4,4,7
456,荼蘼,酴醿,风|药园|寒食|雨,风|成丛|秋千|雨,流|秋|细雨|雪|风|香,风,成丛|秋千|雨,流|秋|细雨|雪|香,1,4,4,6
457,荼蘼,酴醿,早春|冬雨|云|春|风,东风|梅花|云|春|风,东风|云|春|梅花|酒|雪|风,东风|云|春|梅花|风,,酒|雪,5,5,5,7
